user_id,step,device_type,hour_of_day
U000060,address_entered,new_android,9
U000060,account_funded,new_android,9
U000060,first_payment,new_android,9
U000061,app_open,ios,15
U000062,app_open,ios,17
U000062,signup_start,ios,17
U000062,id_upload,ios,17
U000062,id_verified,ios,17
U000062,address_entered,ios,17
U000062,account_funded,ios,17
U000063,app_open,ios,14
U000063,signup_start,ios,14
U000063,id_upload,ios,14
U000064,app_open,ios,7
U000064,signup_start,ios,7
U000064,id_upload,ios,7
U000064,id_verified,ios,7
U000064,address_entered,ios,7
U000064,account_funded,ios,7
U000064,first_payment,ios,7
U000065,app_open,new_android,9
U000065,signup_start,new_android,9
U000065,id_upload,new_android,9
U000065,id_verified,new_android,9
U000065,address_entered,new_android,9
U000066,app_open,old_android,9
U000067,app_open,new_android,21
U000067,signup_start,new_android,21
U000067,id_upload,new_android,21
U000068,app_open,new_android,12
U000068,signup_start,new_android,12
U000068,id_upload,new_android,12
U000068,id_verified,new_android,12
U000068,address_entered,new_android,12
U000068,account_funded,new_android,12
U000068,first_payment,new_android,12
U000069,app_open,ios,11
U000069,signup_start,ios,11
U000069,id_upload,ios,11
U000070,app_open,new_android,17
U000070,signup_start,new_android,17
U000070,id_upload,new_android,17
U000071,app_open,ios,18
U000072,app_open,new_android,9
U000072,signup_start,new_android,9
U000072,id_upload,new_android,9
U000073,app_open,ios,6
U000073,signup_start,ios,6
U000073,id_upload,ios,6
U000073,id_verified,ios,6
U000073,address_entered,ios,6
U000073,account_funded,ios,6
U000073,first_payment,ios,6
U000074,app_open,new_android,11
U000074,signup_start,new_android,11
U000074,id_upload,new_android,11
U000074,id_verified,new_android,11
U000074,address_entered,new_android,11
U000074,account_funded,new_android,11
U000074,first_payment,new_android,11
U000075,app_open,ios,19
U000076,app_open,old_android,19
U000076,signup_start,old_android,19
U000076,id_upload,old_android,19
U000077,app_open,ios,7
U000077,signup_start,ios,7
U000077,id_upload,ios,7
U000078,app_open,ios,10
U000079,app_open,new_android,9
U000079,signup_start,new_android,9
U000079,id_upload,new_android,9
U000080,app_open,new_android,12
U000081,app_open,new_android,8
U000081,signup_start,new_android,8
U000081,id_upload,new_android,8
U000081,id_verified,new_android,8
U000081,address_entered,new_android,8
U000082,app_open,new_android,13
U000082,signup_start,new_android,13
U000083,app_open,new_android,11
U000084,app_open,ios,22
U000085,app_open,new_android,14
U000085,signup_start,new_android,14
U000085,id_upload,new_android,14
U000085,id_verified,new_android,14
U000085,address_entered,new_android,14
U000085,account_funded,new_android,14
U000085,first_payment,new_android,14
U000086,app_open,ios,20
U000086,signup_start,ios,20
U000086,id_upload,ios,20
U000086,id_verified,ios,20
U000086,address_entered,ios,20
U000086,account_funded,ios,20
U000086,first_payment,ios,20
U000087,app_open,new_android,22
U000087,signup_start,new_android,22
U000087,id_upload,new_android,22
U000088,app_open,new_android,19
U000089,app_open,new_android,21
U000089,signup_start,new_android,21
U000089,id_upload,new_android,21
U000090,app_open,new_android,20
U000091,app_open,old_android,14
U000091,signup_start,old_android,14
U000091,id_upload,old_android,14
U000092,app_open,new_android,12
U000092,signup_start,new_android,12
U000092,id_upload,new_android,12
U000092,id_verified,new_android,12
U000092,address_entered,new_android,12
U000092,account_funded,new_android,12
U000092,first_payment,new_android,12
U000093,app_open,ios,20
U000093,signup_start,ios,20
U000093,id_upload,ios,20
U000094,app_open,old_android,13
U000095,app_open,ios,16
U000095,signup_start,ios,16
U000095,id_upload,ios,16
U000095,id_verified,ios,16
U000095,address_entered,ios,16
U000095,account_funded,ios,16
U000095,first_payment,ios,16
U000096,app_open,new_android,14
U000097,app_open,ios,16
U000097,signup_start,ios,16
U000098,app_open,ios,17
U000099,app_open,ios,10
U000100,app_open,new_android,6
U000100,signup_start,new_android,6
U000100,id_upload,new_android,6
U000101,app_open,new_android,0
U000101,signup_start,new_android,0
U000101,id_upload,new_android,0
U000102,app_open,ios,17
U000103,app_open,ios,0
U000103,signup_start,ios,0
U000103,id_upload,ios,0
U000103,id_verified,ios,0
U000103,address_entered,ios,0
U000104,app_open,new_android,19
U000104,signup_start,new_android,19
U000104,id_upload,new_android,19
U000104,id_verified,new_android,19
U000104,address_entered,new_android,19
U000104,account_funded,new_android,19
U000104,first_payment,new_android,19
U000105,app_open,old_android,10
U000105,signup_start,old_android,10
U000105,id_upload,old_android,10
U000106,app_open,old_android,22
U000106,signup_start,old_android,22
U000106,id_upload,old_android,22
U000107,app_open,new_android,14
U000107,signup_start,new_android,14
U000107,id_upload,new_android,14
U000107,id_verified,new_android,14
U000107,address_entered,new_android,14
U000107,account_funded,new_android,14
U000107,first_payment,new_android,14
U000108,app_open,ios,18
U000109,app_open,ios,8
U000109,signup_start,ios,8
U000109,id_upload,ios,8
U000109,id_verified,ios,8
U000109,address_entered,ios,8
U000109,account_funded,ios,8
U000109,first_payment,ios,8
U000110,app_open,ios,17
U000110,signup_start,ios,17
U000110,id_upload,ios,17
U000111,app_open,old_android,14
U000111,signup_start,old_android,14
U000111,id_upload,old_android,14
U000111,id_verified,old_android,14
U000111,address_entered,old_android,14
U000112,app_open,ios,18
U000112,signup_start,ios,18
U000112,id_upload,ios,18
U000113,app_open,ios,6
U000114,app_open,new_android,17
U000114,signup_start,new_android,17
U000114,id_upload,new_android,17
U000114,id_verified,new_android,17
U000114,address_entered,new_android,17
U000114,account_funded,new_android,17
U000114,first_payment,new_android,17
U000115,app_open,new_android,8
U000115,signup_start,new_android,8
U000115,id_upload,new_android,8
U000116,app_open,new_android,12
U000116,signup_start,new_android,12
U000116,id_upload,new_android,12
U000116,id_verified,new_android,12
U000116,address_entered,new_android,12
U000116,account_funded,new_android,12
U000117,app_open,old_android,5
U000117,signup_start,old_android,5
U000117,id_upload,old_android,5
U000118,app_open,ios,19
U000119,app_open,new_android,22
U000119,signup_start,new_android,22
U000119,id_upload,new_android,22
U000119,id_verified,new_android,22
U000119,address_entered,new_android,22
U000119,account_funded,new_android,22
U000120,app_open,ios,6
U000120,signup_start,ios,6
U000120,id_upload,ios,6
U000120,id_verified,ios,6
U000120,address_entered,ios,6
U000121,app_open,new_android,5
U000121,signup_start,new_android,5
U000121,id_upload,new_android,5
U000121,id_verified,new_android,5
U000121,address_entered,new_android,5
U000121,account_funded,new_android,5
U000121,first_payment,new_android,5
U000122,app_open,ios,18
U000122,signup_start,ios,18
U000123,app_open,ios,12
U000124,app_open,old_android,12
U000124,signup_start,old_android,12
U000124,id_upload,old_android,12
U000124,id_verified,old_android,12
U000124,address_entered,old_android,12
U000124,account_funded,old_android,12
U000124,first_payment,old_android,12
U000125,app_open,new_android,16
U000125,signup_start,new_android,16
U000125,id_upload,new_android,16
U000126,app_open,ios,21
U000126,signup_start,ios,21
U000126,id_upload,ios,21
U000127,app_open,new_android,17
U000127,signup_start,new_android,17
U000127,id_upload,new_android,17
U000127,id_verified,new_android,17
U000127,address_entered,new_android,17
U000127,account_funded,new_android,17
U000127,first_payment,new_android,17
U000128,app_open,new_android,14
U000128,signup_start,new_android,14
U000128,id_upload,new_android,14
U000128,id_verified,new_android,14
U000128,address_entered,new_android,14
U000129,app_open,new_android,18
U000130,app_open,old_android,22
U000130,signup_start,old_android,22
U000130,id_upload,old_android,22
U000130,id_verified,old_android,22
U000130,address_entered,old_android,22
U000130,account_funded,old_android,22
U000130,first_payment,old_android,22
U000131,app_open,ios,18
U000131,signup_start,ios,18
U000131,id_upload,ios,18
U000131,id_verified,ios,18
U000131,address_entered,ios,18
U000131,account_funded,ios,18
U000131,first_payment,ios,18
U000132,app_open,ios,8
U000132,signup_start,ios,8
U000132,id_upload,ios,8
U000132,id_verified,ios,8
U000132,address_entered,ios,8
U000132,account_funded,ios,8
U000132,first_payment,ios,8
U000133,app_open,ios,20
U000133,signup_start,ios,20
U000133,id_upload,ios,20
U000134,app_open,old_android,1
U000134,signup_start,old_android,1
U000134,id_upload,old_android,1
U000134,id_verified,old_android,1
U000134,address_entered,old_android,1
U000134,account_funded,old_android,1
U000134,first_payment,old_android,1
U000135,app_open,ios,20
U000135,signup_start,ios,20
U000135,id_upload,ios,20
U000135,id_verified,ios,20
U000135,address_entered,ios,20
U000136,app_open,ios,10
U000136,signup_start,ios,10
U000136,id_upload,ios,10
U000137,app_open,ios,21
U000137,signup_start,ios,21
U000138,app_open,old_android,21
U000138,signup_start,old_android,21
U000138,id_upload,old_android,21
U000139,app_open,new_android,5
U000139,signup_start,new_android,5
U000139,id_upload,new_android,5
U000139,id_verified,new_android,5
U000139,address_entered,new_android,5
U000139,account_funded,new_android,5
U000139,first_payment,new_android,5
U000140,app_open,new_android,13
U000140,signup_start,new_android,13
U000140,id_upload,new_android,13
U000141,app_open,ios,20
U000141,signup_start,ios,20
U000141,id_upload,ios,20
U000142,app_open,old_android,14
U000142,signup_start,old_android,14
U000142,id_upload,old_android,14
U000142,id_verified,old_android,14
U000142,address_entered,old_android,14
U000142,account_funded,old_android,14
U000142,first_payment,old_android,14
U000143,app_open,ios,20
U000144,app_open,new_android,5
U000145,app_open,new_android,6
U000145,signup_start,new_android,6
U000145,id_upload,new_android,6
U000146,app_open,ios,16
U000147,app_open,old_android,21
U000147,signup_start,old_android,21
U000147,id_upload,old_android,21
U000147,id_verified,old_android,21
U000147,address_entered,old_android,21
U000147,account_funded,old_android,21
U000147,first_payment,old_android,21
U000148,app_open,new_android,23
U000149,app_open,new_android,11
U000149,signup_start,new_android,11
U000149,id_upload,new_android,11
U000149,id_verified,new_android,11
U000149,address_entered,new_android,11
U000149,account_funded,new_android,11
U000149,first_payment,new_android,11
U000150,app_open,ios,12
U000150,signup_start,ios,12
U000150,id_upload,ios,12
U000150,id_verified,ios,12
U000150,address_entered,ios,12
U000151,app_open,old_android,9
U000151,signup_start,old_android,9
U000151,id_upload,old_android,9
U000152,app_open,ios,21
U000153,app_open,new_android,4
U000153,signup_start,new_android,4
U000153,id_upload,new_android,4
U000154,app_open,ios,6
U000155,app_open,ios,12
U000155,signup_start,ios,12
U000155,id_upload,ios,12
U000155,id_verified,ios,12
U000155,address_entered,ios,12
U000155,account_funded,ios,12
U000155,first_payment,ios,12
U000156,app_open,new_android,13
U000156,signup_start,new_android,13
U000156,id_upload,new_android,13
U000157,app_open,ios,8
U000157,signup_start,ios,8
U000157,id_upload,ios,8
U000157,id_verified,ios,8
U000158,app_open,new_android,13
U000158,signup_start,new_android,13
U000158,id_upload,new_android,13
U000158,id_verified,new_android,13
U000158,address_entered,new_android,13
U000158,account_funded,new_android,13
U000159,app_open,new_android,15
U000159,signup_start,new_android,15
U000159,id_upload,new_android,15
U000160,app_open,ios,14
U000160,signup_start,ios,14
U000160,id_upload,ios,14
U000160,id_verified,ios,14
U000160,address_entered,ios,14
U000160,account_funded,ios,14
U000160,first_payment,ios,14
U000161,app_open,new_android,19
U000161,signup_start,new_android,19
U000161,id_upload,new_android,19
U000162,app_open,new_android,21
U000163,app_open,ios,12
U000164,app_open,new_android,10
U000165,app_open,ios,11
U000165,signup_start,ios,11
U000165,id_upload,ios,11
U000166,app_open,old_android,14
U000166,signup_start,old_android,14
U000166,id_upload,old_android,14
U000167,app_open,ios,6
U000167,signup_start,ios,6
U000167,id_upload,ios,6
U000168,app_open,old_android,13
U000168,signup_start,old_android,13
U000168,id_upload,old_android,13
U000169,app_open,old_android,9
U000170,app_open,new_android,14
U000170,signup_start,new_android,14
U000170,id_upload,new_android,14
U000171,app_open,ios,8
U000171,signup_start,ios,8
U000172,app_open,ios,10
U000173,app_open,ios,8
U000173,signup_start,ios,8
U000174,app_open,old_android,19
U000174,signup_start,old_android,19
U000174,id_upload,old_android,19
U000175,app_open,old_android,19
U000175,signup_start,old_android,19
U000176,app_open,old_android,23
U000176,signup_start,old_android,23
U000176,id_upload,old_android,23
U000176,id_verified,old_android,23
U000176,address_entered,old_android,23
U000176,account_funded,old_android,23
U000176,first_payment,old_android,23
U000177,app_open,ios,18
U000177,signup_start,ios,18
U000177,id_upload,ios,18
U000177,id_verified,ios,18
U000177,address_entered,ios,18
U000178,app_open,ios,9
U000178,signup_start,ios,9
U000178,id_upload,ios,9
U000178,id_verified,ios,9
U000178,address_entered,ios,9
U000178,account_funded,ios,9
U000178,first_payment,ios,9
U000179,app_open,old_android,22
U000179,signup_start,old_android,22
U000179,id_upload,old_android,22
U000179,id_verified,old_android,22
U000179,address_entered,old_android,22
U000179,account_funded,old_android,22
U000179,first_payment,old_android,22
U000180,app_open,new_android,16
U000180,signup_start,new_android,16
U000180,id_upload,new_android,16
U000180,id_verified,new_android,16
U000180,address_entered,new_android,16
U000180,account_funded,new_android,16
U000181,app_open,new_android,13
U000181,signup_start,new_android,13
U000182,app_open,old_android,8
U000182,signup_start,old_android,8
U000183,app_open,ios,18
U000183,signup_start,ios,18
U000183,id_upload,ios,18
U000184,app_open,ios,17
U000184,signup_start,ios,17
U000184,id_upload,ios,17
U000185,app_open,ios,9
U000185,signup_start,ios,9
U000185,id_upload,ios,9
U000186,app_open,new_android,17
U000186,signup_start,new_android,17
U000187,app_open,ios,5
U000188,app_open,ios,14
U000188,signup_start,ios,14
U000188,id_upload,ios,14
U000188,id_verified,ios,14
U000188,address_entered,ios,14
U000188,account_funded,ios,14
U000188,first_payment,ios,14
U000189,app_open,ios,15
U000189,signup_start,ios,15
U000189,id_upload,ios,15
U000189,id_verified,ios,15
U000189,address_entered,ios,15
U000189,account_funded,ios,15
U000189,first_payment,ios,15
U000190,app_open,new_android,20
U000191,app_open,new_android,16
U000191,signup_start,new_android,16
U000192,app_open,ios,19
U000193,app_open,ios,10
U000194,app_open,old_android,8
U000194,signup_start,old_android,8
U000194,id_upload,old_android,8
U000195,app_open,old_android,20
U000196,app_open,old_android,5
U000196,signup_start,old_android,5
U000196,id_upload,old_android,5
U000197,app_open,new_android,19
U000197,signup_start,new_android,19
U000197,id_upload,new_android,19
U000197,id_verified,new_android,19
U000197,address_entered,new_android,19
U000198,app_open,old_android,19
U000199,app_open,ios,13
U000200,app_open,new_android,19
U000200,signup_start,new_android,19
U000200,id_upload,new_android,19
U000200,id_verified,new_android,19
U000200,address_entered,new_android,19
U000200,account_funded,new_android,19
U000200,first_payment,new_android,19
U000201,app_open,ios,20
U000201,signup_start,ios,20
U000201,id_upload,ios,20
U000201,id_verified,ios,20
U000202,app_open,ios,8
U000202,signup_start,ios,8
U000202,id_upload,ios,8
U000202,id_verified,ios,8
U000202,address_entered,ios,8
U000202,account_funded,ios,8
U000202,first_payment,ios,8
U000203,app_open,ios,18
U000203,signup_start,ios,18
U000203,id_upload,ios,18
U000203,id_verified,ios,18
U000203,address_entered,ios,18
U000203,account_funded,ios,18
U000204,app_open,new_android,17
U000204,signup_start,new_android,17
U000204,id_upload,new_android,17
U000204,id_verified,new_android,17
U000204,address_entered,new_android,17
U000204,account_funded,new_android,17
U000204,first_payment,new_android,17
U000205,app_open,old_android,19
U000205,signup_start,old_android,19
U000205,id_upload,old_android,19
U000205,id_verified,old_android,19
U000205,address_entered,old_android,19
U000206,app_open,old_android,18
U000207,app_open,old_android,5
U000207,signup_start,old_android,5
U000207,id_upload,old_android,5
U000207,id_verified,old_android,5
U000207,address_entered,old_android,5
U000207,account_funded,old_android,5
U000207,first_payment,old_android,5
U000208,app_open,ios,15
U000209,app_open,new_android,14
U000210,app_open,ios,11
U000210,signup_start,ios,11
U000210,id_upload,ios,11
U000210,id_verified,ios,11
U000210,address_entered,ios,11
U000210,account_funded,ios,11
U000210,first_payment,ios,11
U000211,app_open,old_android,21
U000211,signup_start,old_android,21
U000211,id_upload,old_android,21
U000212,app_open,new_android,9
U000212,signup_start,new_android,9
U000212,id_upload,new_android,9
U000212,id_verified,new_android,9
U000212,address_entered,new_android,9
U000212,account_funded,new_android,9
U000212,first_payment,new_android,9
U000213,app_open,ios,23
U000213,signup_start,ios,23
U000213,id_upload,ios,23
U000213,id_verified,ios,23
U000213,address_entered,ios,23
U000213,account_funded,ios,23
U000213,first_payment,ios,23
U000214,app_open,new_android,19
U000214,signup_start,new_android,19
U000214,id_upload,new_android,19
U000215,app_open,new_android,14
U000215,signup_start,new_android,14
U000215,id_upload,new_android,14
U000215,id_verified,new_android,14
U000216,app_open,new_android,17
U000217,app_open,new_android,12
U000217,signup_start,new_android,12
U000217,id_upload,new_android,12
U000217,id_verified,new_android,12
U000217,address_entered,new_android,12
U000218,app_open,new_android,21
U000219,app_open,new_android,22
U000219,signup_start,new_android,22
U000219,id_upload,new_android,22
U000219,id_verified,new_android,22
U000219,address_entered,new_android,22
U000220,app_open,new_android,12
U000220,signup_start,new_android,12
U000220,id_upload,new_android,12
U000220,id_verified,new_android,12
U000220,address_entered,new_android,12
U000221,app_open,new_android,8
U000221,signup_start,new_android,8
U000222,app_open,ios,8
U000222,signup_start,ios,8
U000222,id_upload,ios,8
U000222,id_verified,ios,8
U000222,address_entered,ios,8
U000222,account_funded,ios,8
U000222,first_payment,ios,8
U000223,app_open,ios,4
U000223,signup_start,ios,4
U000223,id_upload,ios,4
U000224,app_open,new_android,13
U000224,signup_start,new_android,13
U000224,id_upload,new_android,13
U000224,id_verified,new_android,13
U000224,address_entered,new_android,13
U000224,account_funded,new_android,13
U000224,first_payment,new_android,13
U000225,app_open,ios,19
U000226,app_open,ios,9
U000227,app_open,ios,17
U000227,signup_start,ios,17
U000227,id_upload,ios,17
U000227,id_verified,ios,17
U000227,address_entered,ios,17
U000227,account_funded,ios,17
U000227,first_payment,ios,17
U000228,app_open,old_android,7
U000228,signup_start,old_android,7
U000228,id_upload,old_android,7
U000229,app_open,ios,10
U000230,app_open,ios,21
U000231,app_open,ios,9
U000231,signup_start,ios,9
U000231,id_upload,ios,9
U000231,id_verified,ios,9
U000231,address_entered,ios,9
U000232,app_open,new_android,9
U000232,signup_start,new_android,9
U000232,id_upload,new_android,9
U000233,app_open,ios,19
U000233,signup_start,ios,19
U000233,id_upload,ios,19
U000234,app_open,ios,16
U000235,app_open,ios,9
U000235,signup_start,ios,9
U000235,id_upload,ios,9
U000235,id_verified,ios,9
U000235,address_entered,ios,9
U000235,account_funded,ios,9
U000235,first_payment,ios,9
U000236,app_open,old_android,21
U000236,signup_start,old_android,21
U000236,id_upload,old_android,21
U000236,id_verified,old_android,21
U000236,address_entered,old_android,21
U000236,account_funded,old_android,21
U000237,app_open,new_android,14
U000237,signup_start,new_android,14
U000237,id_upload,new_android,14
U000238,app_open,ios,7
U000238,signup_start,ios,7
U000238,id_upload,ios,7
U000239,app_open,new_android,17
U000239,signup_start,new_android,17
U000239,id_upload,new_android,17
U000239,id_verified,new_android,17
U000239,address_entered,new_android,17
U000239,account_funded,new_android,17
U000239,first_payment,new_android,17
U000240,app_open,ios,18
U000240,signup_start,ios,18
U000241,app_open,ios,2
U000242,app_open,new_android,15
U000242,signup_start,new_android,15
U000242,id_upload,new_android,15
U000242,id_verified,new_android,15
U000242,address_entered,new_android,15
U000242,account_funded,new_android,15
U000242,first_payment,new_android,15
U000243,app_open,new_android,15
U000243,signup_start,new_android,15
U000243,id_upload,new_android,15
U000244,app_open,ios,10
U000244,signup_start,ios,10
U000245,app_open,ios,10
U000246,app_open,new_android,9
U000246,signup_start,new_android,9
U000246,id_upload,new_android,9
U000247,app_open,ios,12
U000248,app_open,new_android,7
U000248,signup_start,new_android,7
U000248,id_upload,new_android,7
U000249,app_open,ios,18
U000249,signup_start,ios,18
U000249,id_upload,ios,18
U000249,id_verified,ios,18
U000249,address_entered,ios,18
U000249,account_funded,ios,18
U000249,first_payment,ios,18
U000250,app_open,ios,10
U000251,app_open,new_android,6
U000252,app_open,ios,18
U000252,signup_start,ios,18
U000253,app_open,old_android,13
U000253,signup_start,old_android,13
U000253,id_upload,old_android,13
U000254,app_open,ios,10
U000254,signup_start,ios,10
U000254,id_upload,ios,10
U000254,id_verified,ios,10
U000254,address_entered,ios,10
U000254,account_funded,ios,10
U000254,first_payment,ios,10
U000255,app_open,new_android,21
U000255,signup_start,new_android,21
U000256,app_open,ios,11
U000257,app_open,ios,17
U000258,app_open,ios,12
U000259,app_open,new_android,8
U000259,signup_start,new_android,8
U000259,id_upload,new_android,8
U000259,id_verified,new_android,8
U000259,address_entered,new_android,8
U000259,account_funded,new_android,8
U000259,first_payment,new_android,8
U000260,app_open,ios,10
U000260,signup_start,ios,10
U000260,id_upload,ios,10
U000261,app_open,old_android,19
U000261,signup_start,old_android,19
U000261,id_upload,old_android,19
U000262,app_open,ios,13
U000262,signup_start,ios,13
U000262,id_upload,ios,13
U000262,id_verified,ios,13
U000262,address_entered,ios,13
U000262,account_funded,ios,13
U000262,first_payment,ios,13
U000263,app_open,ios,19
U000264,app_open,new_android,5
U000264,signup_start,new_android,5
U000264,id_upload,new_android,5
U000264,id_verified,new_android,5
U000264,address_entered,new_android,5
U000264,account_funded,new_android,5
U000264,first_payment,new_android,5
U000265,app_open,new_android,19
U000265,signup_start,new_android,19
U000265,id_upload,new_android,19
U000265,id_verified,new_android,19
U000265,address_entered,new_android,19
U000265,account_funded,new_android,19
U000265,first_payment,new_android,19
U000266,app_open,ios,22
U000266,signup_start,ios,22
U000266,id_upload,ios,22
U000266,id_verified,ios,22
U000266,address_entered,ios,22
U000266,account_funded,ios,22
U000266,first_payment,ios,22
U000267,app_open,ios,22
U000267,signup_start,ios,22
U000268,app_open,old_android,23
U000268,signup_start,old_android,23
U000268,id_upload,old_android,23
U000269,app_open,ios,14
U000269,signup_start,ios,14
U000269,id_upload,ios,14
U000269,id_verified,ios,14
U000269,address_entered,ios,14
U000269,account_funded,ios,14
U000270,app_open,ios,11
U000271,app_open,new_android,20
U000271,signup_start,new_android,20
U000272,app_open,ios,21
U000273,app_open,new_android,16
U000273,signup_start,new_android,16
