row_id,split
272,train
273,train
274,train
275,test
276,train
277,train
278,train
279,train
280,train
281,train
282,train
283,train
284,test
285,train
286,train
287,test
288,train
289,train
290,test
291,train
292,test
293,train
294,train
295,test
296,train
297,train
298,test
299,train
300,train
301,train
302,train
303,test
304,train
305,train
306,test
307,train
308,train
309,train
310,train
311,train
312,test
313,train
314,train
315,train
316,test
317,train
318,train
319,test
320,train
321,train
322,train
323,test
324,test
325,test
326,train
327,test
328,train
329,train
330,test
331,train
332,train
333,test
334,train
335,test
336,train
337,train
338,train
339,train
340,test
341,test
342,test
343,train
344,test
345,train
346,test
347,train
348,test
349,train
350,test
351,train
352,train
353,train
354,train
355,train
356,train
357,test
358,train
359,train
360,train
361,train
362,train
363,train
364,train
365,train
366,test
367,test
368,test
369,train
370,train
371,train
372,train
373,train
374,test
375,train
376,test
377,train
378,train
379,train
380,train
381,train
382,train
383,train
384,train
385,test
386,train
387,train
388,test
389,train
390,train
391,test
392,test
393,test
394,test
395,test
396,test
397,train
398,train
399,test
400,train
401,test
402,test
403,test
404,train
405,train
406,train
407,train
408,train
409,train
410,train
411,test
412,train
413,train
414,train
415,train
416,train
417,train
418,test
419,train
420,train
421,train
422,test
423,train
424,train
425,train
426,train
427,train
428,train
429,train
430,test
431,train
432,test
433,test
434,train
435,train
436,train
437,train
438,train
439,test
440,train
441,train
442,train
443,train
444,train
445,train
446,train
447,test
448,train
449,train
450,train
451,train
452,train
453,train
454,train
455,train
456,test
457,test
458,test
459,train
460,test
461,train
462,train
463,train
464,test
465,train
466,test
467,train
468,test
469,test
470,train
471,train
472,train
473,test
474,train
475,train
476,train
477,train
478,train
479,train
480,test
481,train
482,test
483,test
484,test
485,train
486,train
487,test
488,test
489,test
490,train
491,train
492,train
493,train
494,train
495,test
496,train
497,train
498,test
499,test
500,test
501,train
502,train
503,train
504,test
505,test
506,train
507,train
508,train
509,train
510,train
511,train
512,train
513,train
514,test
515,train
516,test
517,train
518,test
519,train
520,train
521,train
522,train
523,test
524,train
525,train
526,train
527,test
528,train
529,train
530,train
531,train
532,train
533,train
534,train
535,train
536,train
537,test
538,train
539,train
540,train
541,train
542,test
543,train
544,test
545,train
546,test
547,train
548,train
549,train
550,train
551,train
552,train
553,test
554,test
555,train
556,train
557,train
558,train
559,train
560,train
561,train
562,test
563,train
564,train
565,train
566,test
567,train
568,train
569,train
570,train
571,test
572,train
573,train
574,train
575,train
576,train
577,train
578,test
579,train
580,train
581,train
582,test
583,test
584,train
585,train
586,train
587,train
588,train
589,test
590,test
591,train
592,train
593,train
594,test
595,train
596,test
597,train
598,test
599,test
600,train
601,train
602,train
603,train
604,test
605,test
606,train
607,train
608,train
609,test
610,train
611,train
612,train
613,test
614,train
615,train
616,train
617,train
618,train
619,train
620,train
621,train
622,train
623,test
624,train
625,train
626,train
627,test
628,test
629,train
630,test
631,test
632,test
633,test
634,test
635,train
636,train
637,train
638,test
639,train
640,test
641,train
642,test
643,train
644,train
645,train
646,train
647,train
648,train
649,test
650,test
651,train
652,test
653,train
654,train
655,train
656,train
657,train
658,train
659,test
660,test
661,train
662,train
663,test
664,train
665,train
666,train
667,train
668,train
669,train
670,train
671,test
672,train
673,train
674,train
675,train
676,train
677,train
678,train
679,train
680,train
681,train
682,test
683,test
684,train
685,train
686,train
687,train
688,train
689,test
690,test
691,test
692,train
693,train
694,train
695,test
696,train
697,train
698,train
699,train
700,train
701,train
702,train
703,train
704,train
705,test
706,test
707,train
708,train
709,train
710,test
711,test
712,train
713,train
714,train
715,train
716,train
717,train
718,train
719,train
720,test
721,train
722,train
723,train
724,train
725,train
726,train
727,train
728,test
729,train
730,train
731,test
732,train
733,train
734,train
735,train
736,train
737,train
738,train
739,test
740,train
741,train
742,train
743,train
744,test
745,train
746,train
747,train
748,train
749,test
750,train
751,train
752,train
753,train
754,train
755,train
756,train
757,train
758,train
759,train
760,test
761,train
762,train
763,train
764,test
765,train
766,test
767,train
768,train
769,train
770,test
771,test
772,train
773,train
774,train
775,train
776,train
777,train
778,test
779,train
780,train
781,test
782,train
783,test
784,test
785,train
786,test
787,train
788,train
789,test
790,train
791,train
792,test
793,train
794,train
795,train
796,test
797,train
798,test
799,train
800,test
801,train
802,train
803,test
804,train
805,train
806,train
807,train
808,train
809,train
810,train
811,train
812,train
813,train
814,train
815,train
816,test
817,train
818,train
819,train
820,train
821,test
822,train
823,test
824,test
825,train
826,train
827,train
828,test
829,train
830,train
831,train
832,test
833,test
834,train
835,train
836,train
837,train
838,test
839,train
840,train
841,test
842,test
843,train
844,train
845,train
846,train
847,train
848,train
849,train
850,train
851,train
852,train
853,train
854,train
855,train
856,train
857,test
858,train
859,train
860,train
861,train
862,train
863,test
864,train
865,train
866,test
867,train
868,train
869,test
870,train
871,train
872,train
873,train
874,train
875,train
876,test
877,test
878,train
879,train
880,train
881,train
882,test
883,train
884,train
885,train
886,train
887,train
888,train
889,train
890,train
891,train
892,train
893,test
894,train
895,train
896,train
897,train
898,train
899,train
900,train
901,train
902,train
903,train
904,train
905,train
906,test
907,train
908,train
909,train
910,train
911,train
912,train
913,train
914,train
915,train
916,test
917,train
918,train
919,train
920,train
921,train
922,train
923,test
924,test
925,train
926,train
927,train
928,train
929,train
930,train
931,train
932,train
933,train
934,train
935,train
936,train
937,train
938,train
939,test
940,train
941,test
942,train
943,train
944,test
945,test
946,train
947,train
948,test
949,train
950,train
951,test
952,train
953,test
954,test
955,train
956,test
957,test
958,train
959,train
960,train
961,train
962,train
963,test
964,test
965,test
966,train
967,test
968,train
969,test
970,train
971,test
972,train
973,test
974,train
975,train
976,train
977,test
978,train
979,train
980,train
981,train
982,train
983,test
984,train
985,train
986,test
987,test
988,train
989,train
990,train
991,test
992,train
993,train
994,train
995,train
996,test
997,test
998,train
999,train
1000,test
1001,test
1002,test
1003,train
1004,test
1005,test
1006,train
1007,test
1008,test
1009,train
1010,train
1011,train
1012,test
1013,train
1014,train
1015,test
1016,train
1017,train
1018,test
1019,train
1020,test
1021,train
1022,train
1023,train
1024,train
1025,test
1026,train
1027,train
1028,train
1029,train
1030,test
1031,test
1032,train
1033,train
1034,train
1035,train
1036,train
1037,train
1038,train
1039,train
1040,train
1041,train
1042,train
1043,train
1044,train
1045,test
1046,train
1047,train
1048,train
1049,train
1050,train
1051,test
1052,train
1053,train
1054,train
1055,test
1056,test
1057,train
1058,train
1059,test
1060,test
1061,test
1062,train
1063,train
1064,train
1065,train
1066,test
1067,test
1068,train
1069,train
1070,train
1071,train
1072,test
1073,train
1074,test
1075,train
1076,train
1077,train
1078,train
1079,test
1080,test
1081,train
1082,train
1083,train
1084,train
1085,train
1086,test
1087,test
1088,test
1089,train
1090,train
1091,test
1092,train
1093,train
1094,test
1095,test
1096,train
1097,train
1098,test
1099,train
1100,train
1101,train
1102,test
1103,train
1104,test
1105,train
1106,train
1107,test
1108,test
1109,train
1110,train
1111,train
1112,test
1113,train
1114,test
1115,train
1116,train
1117,test
1118,train
1119,test
1120,test
1121,test
1122,train
1123,train
1124,test
1125,train
1126,train
1127,train
1128,train
1129,train
1130,train
1131,train
1132,train
1133,train
1134,train
1135,train
1136,test
1137,train
1138,test
1139,test
1140,test
1141,train
1142,train
1143,test
1144,train
1145,train
1146,train
1147,test
1148,train
1149,train
1150,test
1151,train
1152,train
1153,test
1154,test
1155,train
1156,test
1157,test
1158,test
1159,train
1160,test
1161,train
1162,train
1163,train
1164,train
1165,train
1166,train
1167,train
1168,test
1169,train
1170,train
1171,train
1172,train
1173,test
1174,test
1175,train
1176,train
1177,train
1178,train
1179,train
1180,train
1181,train
1182,train
1183,train
1184,train
1185,test
1186,test
1187,test
1188,train
1189,test
1190,test
1191,train
1192,train
1193,test
1194,train
1195,train
1196,train
1197,train
1198,test
1199,test
1200,test
1201,test
1202,train
1203,train
1204,train
1205,train
1206,train
1207,test
1208,test
1209,train
1210,test
1211,train
1212,train
1213,train
1214,test
1215,train
1216,test
1217,test
1218,test
1219,train
1220,train
1221,test
1222,test
1223,train
1224,test
1225,train
1226,test
1227,train
1228,test
1229,train
1230,train
1231,train
1232,train
1233,train
1234,test
1235,train
1236,train
1237,train
1238,test
1239,train
1240,test
1241,train
1242,test
1243,train
1244,train
1245,train
1246,test
1247,train
1248,train
1249,train
1250,test
1251,test
1252,test
1253,train
1254,train
1255,train
1256,train
1257,train
1258,test
1259,train
1260,test
1261,test
1262,train
1263,train
1264,test
1265,train
1266,test
1267,train
1268,train
1269,train
1270,test
1271,train
1272,train
1273,test
1274,train
1275,train
1276,train
1277,train
1278,train
1279,train
1280,train
1281,train
1282,train
1283,train
1284,train
1285,train
1286,test
1287,train
1288,train
1289,test
1290,train
1291,train
1292,train
1293,train
1294,train
1295,test
1296,test
1297,train
1298,train
1299,train
1300,train
1301,train
1302,train
1303,train
1304,test
1305,train
1306,test
1307,train
1308,train
1309,test
1310,train
1311,test
1312,train
1313,test
1314,train
1315,train
1316,train
1317,train
1318,test
1319,train
1320,test
1321,train
1322,train
1323,test
1324,train
1325,train
1326,train
1327,test
1328,train
1329,test
1330,test
1331,train
1332,train
1333,train
1334,train
1335,test
1336,train
1337,train
1338,train
1339,train
1340,train
1341,train
1342,train
1343,train
1344,train
1345,train
1346,test
1347,train
1348,train
1349,test
1350,train
1351,train
1352,test
1353,train
1354,test
1355,train
1356,train
1357,train
1358,train
1359,train
1360,test
1361,test
1362,train
1363,test
1364,train
1365,test
1366,train
1367,train
1368,train
1369,train
1370,train
1371,train
1372,test
1373,test
1374,train
1375,train
1376,train
1377,train
1378,train
1379,train
1380,train
1381,train
1382,train
1383,train
1384,test
1385,train
1386,train
1387,train
1388,test
1389,train
1390,train
1391,train
1392,train
1393,train
1394,train
1395,test
1396,train
1397,train
1398,train
1399,train
1400,test
1401,train
1402,train
1403,train
1404,test
1405,train
1406,train
1407,train
1408,train
1409,train
1410,train
1411,train
1412,train
1413,test
1414,train
1415,train
1416,test
1417,test
1418,train
1419,test
1420,train
1421,train
1422,train
1423,train
1424,train
1425,test
1426,test
1427,train
1428,train
1429,train
1430,train
1431,test
1432,test
1433,test
1434,train
1435,test
1436,test
1437,test
1438,test
1439,test
1440,train
1441,train
1442,test
1443,train
1444,train
1445,train
1446,train
1447,train
1448,train
1449,train
1450,test
1451,train
1452,test
1453,test
1454,train
1455,train
1456,test
1457,test
1458,train
1459,train
1460,test
1461,test
1462,train
1463,train
1464,train
1465,train
1466,test
1467,train
1468,train
1469,train
1470,train
1471,train
1472,test
1473,train
1474,train
1475,train
1476,train
1477,train
1478,test
1479,test
1480,train
1481,train
1482,train
1483,train
1484,train
1485,train
1486,train
1487,test
1488,train
1489,train
1490,train
1491,train
1492,test
1493,train
1494,test
1495,train
1496,train
1497,test
1498,train
1499,train
1500,train
1501,train
1502,train
1503,train
1504,train
1505,test
1506,train
1507,train
1508,train
1509,train
1510,train
1511,train
1512,test
1513,train
1514,test
1515,train
1516,train
1517,test
1518,train
1519,train
1520,train
1521,train
1522,train
1523,test
1524,train
1525,train
1526,train
1527,train
1528,train
1529,test
1530,train
1531,train
1532,test
1533,train
1534,test
1535,train
1536,train
1537,train
1538,test
1539,train
1540,train
1541,train
1542,train
1543,train
1544,train
1545,test
1546,train
1547,train
1548,train
1549,test
1550,train
1551,train
1552,train
1553,train
1554,test
1555,train
1556,test
1557,train
1558,test
1559,train
1560,test
1561,train
1562,train
1563,train
1564,train
1565,test
1566,train
1567,train
1568,train
1569,train
1570,train
1571,train
1572,test
1573,train
1574,train
1575,train
1576,train
1577,test
1578,train
1579,train
1580,train
1581,train
1582,test
1583,train
1584,train
1585,train
1586,test
1587,train
1588,train
1589,train
1590,train
1591,train
1592,train
1593,test
1594,train
1595,test
1596,train
1597,test
1598,train
1599,train
1600,train
1601,train
1602,train
1603,test
1604,train
1605,train
1606,train
1607,train
1608,test
1609,train
1610,test
1611,train
1612,train
1613,train
1614,test
1615,test
1616,test
1617,train
1618,train
1619,train
1620,train
1621,test
1622,train
1623,test
1624,train
1625,train
1626,train
1627,train
1628,test
1629,train
1630,test
1631,test
1632,test
1633,test
1634,test
1635,train
1636,test
1637,train
1638,train
1639,train
1640,train
1641,train
1642,train
1643,train
1644,train
1645,train
1646,test
1647,test
1648,train
1649,test
1650,test
1651,train
1652,train
1653,train
1654,train
1655,test
1656,train
1657,train
1658,train
1659,train
1660,train
1661,train
1662,train
1663,train
1664,test
1665,train
1666,test
1667,train
1668,test
1669,test
1670,train
1671,train
1672,test
1673,test
1674,train
1675,train
1676,train
1677,test
1678,train
1679,train
1680,test
1681,test
1682,test
1683,train
1684,train
1685,test
1686,train
1687,train
1688,test
1689,train
1690,train
1691,test
1692,train
1693,train
1694,test
1695,train
1696,test
1697,test
1698,train
1699,train
1700,train
1701,test
1702,test
1703,train
1704,train
1705,train
1706,train
1707,train
1708,train
1709,train
1710,train
1711,train
1712,test
1713,train
1714,train
1715,test
1716,test
1717,test
1718,test
1719,train
1720,train
1721,train
1722,train
1723,train
1724,train
1725,train
1726,train
1727,train
1728,train
1729,train
1730,train
1731,train
1732,train
1733,test
1734,train
1735,train
1736,train
1737,train
1738,train
1739,test
1740,train
1741,train
1742,test
1743,test
1744,train
1745,test
1746,train
1747,test
1748,test
1749,test
1750,train
1751,test
1752,train
1753,train
1754,train
1755,train
1756,train
1757,train
1758,train
1759,train
1760,test
1761,train
1762,train
1763,train
1764,train
1765,test
1766,test
1767,train
1768,test
1769,train
1770,test
1771,train
1772,train
1773,train
1774,train
1775,test
1776,train
1777,train
1778,train
1779,test
1780,test
1781,test
1782,test
1783,train
1784,train
1785,train
1786,train
1787,train
1788,test
1789,train
1790,test
1791,test
1792,train
1793,train
1794,train
1795,train
1796,test
1797,test
1798,test
1799,test
1800,train
1801,test
1802,train
1803,test
1804,test
1805,train
1806,train
1807,train
1808,train
1809,train
1810,test
1811,train
1812,test
1813,test
1814,train
1815,train
1816,test
1817,test
1818,train
1819,train
1820,train
1821,train
1822,train
1823,test
1824,train
1825,train
1826,train
1827,train
1828,train
1829,train
1830,train
1831,train
1832,test
1833,train
1834,train
1835,train
1836,train
1837,train
1838,train
1839,train
1840,test
1841,train
1842,train
1843,train
1844,test
1845,train
1846,train
1847,train
1848,train
1849,train
1850,test
1851,train
1852,test
1853,train
1854,test
1855,train
1856,train
1857,test
1858,train
1859,train
1860,train
1861,train
1862,test
1863,train
1864,train
1865,train
1866,train
1867,train
1868,train
1869,test
1870,train
1871,train
1872,train
1873,train
1874,test
1875,train
1876,train
1877,train
1878,train
1879,train
1880,test
1881,test
1882,train
1883,train
1884,train
1885,train
1886,train
1887,train
1888,train
1889,train
1890,train
1891,train
1892,test
1893,train
1894,train
1895,train
1896,test
1897,train
1898,test
1899,train
1900,train
1901,train
1902,train
1903,train
1904,train
1905,train
1906,train
1907,test
1908,train
1909,test
1910,train
1911,train
1912,train
1913,test
1914,train
1915,test
1916,train
1917,train
1918,train
1919,train
1920,train
1921,test
1922,train
1923,train
1924,train
1925,test
1926,train
1927,test
1928,train
1929,train
1930,train
1931,train
1932,train
1933,train
1934,train
1935,train
1936,test
1937,train
1938,test
1939,test
1940,test
1941,train
1942,test
1943,train
1944,train
1945,train
1946,train
1947,train
1948,train
1949,train
1950,test
1951,train
1952,test
1953,test
1954,train
1955,test
1956,train
1957,train
1958,test
1959,train
1960,test
1961,test
1962,train
1963,train
1964,train
1965,test
1966,train
1967,test
1968,train
1969,train
1970,train
1971,test
1972,train
1973,train
1974,train
1975,train
1976,test
1977,train
1978,train
1979,train
1980,train
1981,test
1982,train
1983,train
1984,test
1985,train
1986,test
1987,train
1988,train
1989,test
1990,train
1991,test
1992,test
1993,test
1994,train
1995,test
1996,train
1997,train
1998,test
1999,train
2000,train
2001,train
2002,test
2003,train
2004,test
2005,train
2006,train
2007,train
2008,test
2009,train
2010,train
2011,test
2012,train
2013,train
2014,train
2015,test
2016,test
2017,train
2018,train
2019,train
2020,train
2021,train
2022,train
2023,train
2024,test
2025,test
2026,test
2027,test
2028,train
2029,train
2030,test
2031,test
2032,train
2033,test
2034,train
2035,train
2036,test
2037,test
2038,train
2039,train
2040,test
2041,train
2042,train
2043,train
2044,train
2045,train
2046,train
2047,train
2048,train
2049,train
2050,train
2051,test
2052,train
2053,train
2054,train
2055,train
2056,train
2057,train
2058,test
2059,train
2060,test
2061,test
2062,train
2063,test
2064,test
2065,test
2066,train
2067,train
2068,train
2069,test
2070,test
2071,train
2072,train
2073,test
2074,test
2075,test
2076,train
2077,train
2078,test
2079,train
2080,test
2081,train
2082,train
2083,test
2084,train
2085,train
2086,test
2087,train
2088,test
2089,train
2090,train
2091,train
2092,train
2093,train
2094,train
2095,test
2096,train
2097,test
2098,train
2099,train
2100,train
2101,train
2102,train
2103,train
2104,train
2105,test
2106,train
2107,train
2108,train
2109,train
2110,train
2111,train
2112,train
2113,train
2114,train
2115,train
2116,test
2117,train
2118,test
2119,test
2120,train
2121,train
2122,train
2123,train
2124,train
2125,train
2126,train
2127,train
2128,train
2129,train
2130,train
2131,test
2132,train
2133,test
2134,train
2135,train
2136,train
2137,train
2138,train
2139,test
2140,train
2141,train
2142,train
2143,train
2144,test
2145,train
2146,test
2147,test
2148,train
2149,train
2150,train
2151,train
2152,train
2153,train
2154,train
2155,test
2156,train
2157,test
2158,test
2159,train
2160,test
2161,train
2162,train
2163,train
2164,train
2165,train
2166,train
2167,test
2168,train
2169,test
2170,train
2171,train
2172,test
2173,test
2174,test
2175,test
2176,train
2177,train
2178,train
2179,train
2180,test
2181,train
2182,test
2183,train
2184,train
2185,train
2186,test
2187,train
2188,train
2189,test
2190,train
2191,train
2192,train
2193,test
2194,train
2195,train
2196,train
2197,test
2198,test
2199,test
2200,train
2201,train
2202,train
2203,test
2204,test
2205,test
2206,train
2207,test
2208,train
2209,train
2210,test
2211,test
2212,train
2213,train
2214,train
2215,train
2216,train
2217,test
2218,train
2219,train
2220,train
2221,train
2222,train
2223,test
2224,test
2225,train
2226,train
2227,train
2228,test
2229,test
2230,train
2231,train
2232,train
2233,train
2234,train
2235,test
2236,train
2237,test
2238,train
2239,train
2240,test
2241,train
2242,train
2243,train
2244,train
2245,train
2246,train
2247,train
2248,test
2249,train
2250,train
2251,test
2252,test
2253,train
2254,train
2255,train
2256,test
2257,train
2258,train
2259,train
2260,test
2261,test
2262,train
2263,train
2264,train
2265,test
2266,train
2267,train
2268,train
2269,test
2270,train
2271,train
2272,train
2273,test
2274,test
2275,test
2276,test
2277,train
2278,train
2279,train
2280,train
2281,train
2282,train
2283,train
2284,train
2285,test
2286,train
2287,train
2288,train
2289,test
2290,train
2291,train
2292,train
2293,test
2294,train
2295,test
2296,train
2297,test
2298,train
2299,train
2300,train
2301,train
2302,test
2303,train
2304,train
2305,test
2306,train
2307,train
2308,train
2309,train
2310,test
2311,test
2312,train
2313,train
2314,train
2315,test
2316,train
2317,train
2318,test
2319,test
2320,train
2321,train
2322,train
2323,train
2324,train
2325,train
2326,train
2327,train
2328,test
2329,test
2330,test
2331,train
2332,train
2333,train
2334,train
2335,train
2336,test
2337,test
2338,train
2339,train
2340,train
2341,train
2342,train
2343,train
2344,test
2345,train
2346,train
2347,train
2348,train
2349,train
2350,train
2351,train
2352,test
2353,train
2354,train
2355,test
2356,train
2357,train
2358,train
2359,train
2360,train
2361,train
2362,train
2363,train
2364,test
2365,train
2366,train
2367,train
2368,train
2369,test
2370,train
2371,train
2372,train
2373,test
2374,train
2375,train
2376,train
2377,train
2378,train
2379,test
2380,train
2381,train
2382,train
2383,train
2384,test
2385,test
2386,test
2387,train
2388,train
2389,test
2390,test
2391,train
2392,train
2393,train
2394,train
2395,train
2396,train
2397,train
2398,train
2399,train
2400,test
2401,train
2402,test
2403,train
2404,train
2405,train
2406,train
2407,train
2408,test
2409,test
2410,test
2411,test
2412,test
2413,train
2414,test
2415,test
2416,test
2417,train
2418,train
2419,train
2420,train
2421,test
2422,train
2423,train
2424,train
2425,train
2426,train
2427,train
2428,train
2429,train
2430,train
2431,test
2432,train
2433,train
2434,test
2435,train
2436,test
2437,train
2438,train
2439,train
2440,test
2441,train
2442,test
2443,train
2444,train
2445,train
2446,train
2447,train
2448,train
2449,train
2450,test
2451,test
2452,train
2453,train
2454,train
2455,test
2456,test
2457,train
2458,train
2459,test
2460,test
2461,test
2462,test
2463,train
2464,test
2465,test
2466,train
2467,test
2468,train
2469,train
2470,train
2471,train
2472,train
2473,train
2474,train
2475,test
2476,train
2477,train
2478,train
2479,train
2480,train
2481,train
2482,test
2483,train
2484,test
2485,test
2486,train
2487,train
2488,train
2489,train
2490,test
2491,train
2492,train
2493,train
2494,train
2495,train
2496,train
2497,train
2498,train
2499,test
2500,test
2501,train
2502,train
2503,train
2504,train
2505,test
2506,train
2507,test
2508,test
2509,train
2510,train
2511,test
2512,train
2513,test
2514,train
2515,train
2516,test
2517,test
2518,train
2519,train
2520,train
2521,train
2522,train
2523,train
2524,train
2525,train
2526,train
2527,train
2528,test
2529,test
2530,train
2531,train
2532,test
2533,test
2534,train
2535,train
2536,train
2537,train
2538,train
2539,test
2540,test
2541,train
2542,train
2543,train
2544,train
2545,test
2546,train
2547,train
2548,test
2549,test
2550,train
2551,test
2552,test
2553,test
2554,train
2555,train
2556,test
2557,test
2558,test
2559,train
2560,train
2561,train
2562,train
2563,train
2564,train
2565,train
2566,train
2567,test
2568,train
2569,test
2570,train
2571,train
2572,test
2573,test
2574,train
2575,train
2576,train
2577,train
2578,train
2579,train
2580,train
2581,train
2582,test
2583,train
2584,train
2585,train
2586,train
2587,train
2588,test
2589,train
2590,train
2591,test
2592,train
2593,test
2594,train
2595,train
2596,train
2597,train
2598,train
2599,test
2600,train
2601,test
2602,train
2603,train
2604,train
2605,train
2606,train
2607,test
2608,train
2609,train
2610,train
2611,train
2612,train
2613,train
2614,train
2615,train
2616,train
2617,test
2618,train
2619,train
2620,test
2621,test
2622,test
2623,train
2624,train
2625,train
2626,train
2627,test
2628,train
2629,train
2630,test
2631,test
2632,train
2633,train
2634,test
2635,train
2636,train
2637,test
2638,train
2639,train
2640,test
2641,train
2642,train
2643,test
2644,train
2645,test
2646,train
2647,test
2648,train
2649,train
2650,train
2651,train
2652,test
2653,train
2654,train
2655,test
2656,test
2657,train
2658,test
2659,train
2660,train
2661,test
2662,test
2663,train
2664,train
2665,test
2666,train
2667,train
2668,train
2669,test
2670,train
2671,train
2672,test
2673,train
2674,test
2675,train
2676,train
2677,test
2678,test
2679,train
2680,train
2681,test
2682,train
2683,train
2684,test
2685,train
2686,train
2687,test
2688,test
2689,train
2690,test
2691,test
2692,train
2693,test
2694,train
2695,train
2696,train
2697,train
2698,train
2699,train
2700,test
2701,test
2702,test
2703,train
2704,train
2705,train
2706,test
2707,train
2708,test
2709,train
2710,test
2711,test
2712,test
2713,test
2714,train
2715,train
2716,test
2717,test
2718,train
2719,train
2720,test
2721,train
2722,test
2723,test
2724,train
2725,train
2726,train
2727,test
2728,train
2729,train
2730,train
2731,train
2732,train
2733,train
2734,test
2735,train
2736,train
2737,train
2738,train
2739,test
2740,train
2741,test
2742,test
2743,test
2744,train
2745,test
2746,train
2747,train
2748,train
2749,train
2750,test
2751,train
2752,train
2753,train
2754,train
2755,train
2756,train
2757,train
2758,train
2759,test
2760,test
2761,test
2762,train
2763,test
2764,train
2765,test
2766,test
2767,test
2768,train
2769,train
2770,test
2771,train
2772,train
2773,test
2774,train
2775,test
2776,train
2777,train
2778,train
2779,test
2780,test
2781,train
2782,train
2783,train
2784,test
2785,test
2786,train
2787,train
2788,train
2789,train
2790,train
2791,train
2792,train
2793,train
2794,train
2795,test
2796,train
2797,train
2798,test
2799,train
2800,train
2801,train
2802,train
2803,test
2804,train
2805,train
2806,train
2807,train
2808,test
2809,train
2810,train
2811,train
2812,train
2813,train
2814,train
2815,train
2816,train
2817,train
2818,train
2819,train
2820,train
2821,train
2822,test
2823,train
2824,train
2825,train
2826,train
2827,test
2828,train
2829,train
2830,train
2831,train
2832,train
2833,test
2834,test
2835,test
2836,train
2837,train
2838,test
2839,train
2840,train
2841,test
2842,train
2843,train
2844,test
2845,test
2846,train
2847,train
2848,test
2849,train
2850,train
2851,train
2852,train
2853,train
2854,train
2855,test
2856,train
2857,test
2858,test
2859,train
2860,train
2861,train
2862,test
2863,train
2864,train
2865,train
2866,train
2867,train
2868,train
2869,train
2870,train
2871,train
2872,train
2873,train
2874,train
2875,test
2876,train
2877,test
2878,train
2879,test
2880,test
2881,test
2882,train
2883,train
2884,train
2885,train
2886,train
2887,train
2888,train
2889,train
2890,train
2891,test
2892,train
2893,train
2894,train
2895,train
2896,train
2897,train
2898,test
2899,test
2900,train
2901,train
2902,test
2903,train
2904,train
2905,test
2906,test
2907,train
2908,train
2909,test
2910,test
2911,train
2912,train
2913,test
2914,train
2915,test
2916,train
2917,test
2918,test
2919,train
2920,train
2921,train
2922,train
2923,test
2924,test
2925,train
2926,train
2927,test
2928,train
2929,test
2930,train
2931,test
2932,train
2933,train
2934,train
2935,train
2936,train
2937,test
2938,test
2939,train
2940,train
2941,test
2942,train
2943,test
2944,test
2945,test
2946,train
2947,train
2948,test
2949,test
2950,test
2951,train
2952,train
2953,train
2954,train
2955,train
2956,train
2957,test
2958,train
2959,test
2960,test
2961,test
2962,train
2963,train
2964,train
2965,test
2966,train
2967,train
2968,train
2969,test
2970,test
2971,train
2972,train
2973,train
2974,train
2975,train
2976,train
2977,train
2978,train
2979,train
2980,train
2981,test
2982,train
2983,test
2984,train
2985,test
2986,train
2987,train
2988,train
2989,train
2990,train
2991,train
2992,test
2993,test
2994,train
2995,test
2996,train
