date,crypto_usd,fiat_eurusd,equity_index
2021-02-16,7764.530866,1.153886,3276.035258
2021-02-17,8147.174904,1.158654,3288.321959
2021-02-18,8113.877012,1.156536,3260.188547
2021-02-19,8022.699411,1.15757,3292.397611
2021-02-20,8013.040972,1.1495,3248.264164
2021-02-21,7742.576326,1.143518,3271.240443
2021-02-22,8107.265687,1.148143,3250.62042
2021-02-23,7752.08034,1.152801,3167.35458
2021-02-24,7628.516517,1.138411,3154.59944
2021-02-25,7447.756903,1.143729,3122.470802
2021-02-26,7346.587156,1.14157,3098.695312
2021-02-27,7254.766336,1.130826,3068.951485
2021-02-28,7222.850805,1.131541,3096.111509
2021-03-01,7469.829177,1.132472,3089.293755
2021-03-02,7263.092806,1.135023,3051.983544
2021-03-03,7411.220567,1.130786,3052.502909
2021-03-04,7774.953477,1.123723,3065.46807
2021-03-05,7692.59768,1.119946,3061.725303
2021-03-06,8266.575545,1.126837,3045.399897
2021-03-07,7990.426175,1.127874,2990.873721
2021-03-08,7859.925537,1.128414,3019.428103
2021-03-09,7666.54628,1.125387,3029.61907
2021-03-10,7118.847858,1.124045,3045.005703
2021-03-11,7065.393189,1.136043,3107.467248
2021-03-12,6708.887017,1.134933,3098.061487
2021-03-13,6475.050796,1.126454,3135.870223
2021-03-14,6444.788642,1.125655,3192.536849
2021-03-15,6563.08419,1.118394,3165.767663
2021-03-16,6191.576934,1.118416,3150.295178
2021-03-17,6383.915465,1.116018,3172.20241
2021-03-18,6875.332231,1.112618,3164.656614
2021-03-19,6861.56452,1.121165,3141.243497
2021-03-20,6450.907629,1.110838,3143.48039
2021-03-21,6133.827103,1.107032,3180.18632
2021-03-22,6015.456407,1.108548,3188.686661
2021-03-23,6114.615828,1.106512,3162.862375
2021-03-24,6655.972692,1.105642,3160.817872
2021-03-25,6777.839102,1.110654,3111.371571
2021-03-26,6497.169236,1.117173,3142.223261
2021-03-27,6404.549566,1.110379,3157.735535
2021-03-28,6627.271648,1.103677,3175.389931
2021-03-29,6623.960674,1.105854,3184.935205
2021-03-30,6829.616814,1.104255,3201.408808
2021-03-31,6903.058235,1.110613,3207.570598
2021-04-01,6771.548779,1.107411,3216.976214
2021-04-02,6787.643152,1.10732,3216.633798
2021-04-03,6815.141569,1.112997,3158.073497
2021-04-04,7145.451871,1.118638,3144.49616
2021-04-05,6964.869661,1.115392,3139.086886
2021-04-06,6902.693204,1.119119,3191.967434
2021-04-07,6622.71433,1.120705,3214.872699
2021-04-08,6321.845193,1.12352,3246.037135
2021-04-09,6465.886656,1.119653,3266.428218
2021-04-10,6425.643237,1.116949,3279.753133
2021-04-11,6398.191652,1.120578,3251.065232
2021-04-12,6084.840819,1.122635,3240.209892
2021-04-13,6451.806879,1.122417,3235.394244
2021-04-14,6830.4182,1.11869,3217.713141
2021-04-15,6821.592534,1.120893,3231.582665
2021-04-16,7344.421044,1.115579,3264.827064
2021-04-17,7162.751654,1.116808,3245.798062
2021-04-18,7251.845216,1.113714,3255.49266
2021-04-19,7600.42399,1.120529,3238.7697
2021-04-20,8023.239701,1.131049,3209.386352
2021-04-21,8214.423847,1.12569,3204.62361
2021-04-22,8217.56491,1.122882,3173.529532
2021-04-23,7902.52032,1.131599,3175.221437
2021-04-24,7404.064084,1.128168,3206.694517
2021-04-25,7517.53751,1.11683,3159.777861
2021-04-26,7562.22353,1.113376,3152.235798
2021-04-27,7822.070919,1.108703,3171.502416
2021-04-28,8183.416815,1.110645,3158.67725
2021-04-29,8417.54182,1.117052,3192.885294
2021-04-30,8847.385013,1.112444,3172.100723
2021-05-01,8035.539468,1.116577,3160.095376
2021-05-02,8422.918853,1.104585,3192.543625
2021-05-03,8410.237687,1.104916,3157.973895
2021-05-04,8556.762162,1.104808,3116.529115
2021-05-05,8751.214853,1.102289,3080.108067
2021-05-06,8308.874538,1.109469,3047.064771
2021-05-07,8144.530139,1.104886,3090.535073
2021-05-08,7921.439932,1.093744,3120.70206
2021-05-09,8535.956741,1.08458,3190.658084
2021-05-10,8304.769974,1.080119,3207.10999
2021-05-11,8387.972828,1.079932,3262.327244
2021-05-12,8206.26439,1.082572,3304.147229
2021-05-13,7850.103526,1.088358,3351.01684
2021-05-14,7616.978867,1.090617,3330.192807
2021-05-15,7308.38875,1.090604,3351.619496
2021-05-16,7244.808529,1.089153,3305.537604
2021-05-17,6889.205256,1.098902,3326.230587
2021-05-18,6780.678092,1.095587,3367.830938
2021-05-19,6932.661891,1.098674,3406.531956
2021-05-20,7218.839265,1.096311,3408.48108
2021-05-21,7406.98308,1.09083,3396.244854
2021-05-22,7244.17583,1.08888,3370.832673
2021-05-23,7354.040417,1.088646,3402.441401
2021-05-24,7442.337105,1.09049,3416.540618
2021-05-25,7465.647613,1.084055,3410.793063
2021-05-26,7311.392014,1.078533,3369.016046
2021-05-27,7468.436618,1.080143,3342.621744
2021-05-28,7541.053972,1.083834,3310.323627
2021-05-29,7276.629756,1.084818,3321.384831
2021-05-30,7439.692251,1.0847,3327.368733
2021-05-31,7639.116893,1.090574,3291.497422
2021-06-01,7635.567677,1.084134,3281.305504
2021-06-02,8001.921595,1.084122,3285.686624
2021-06-03,7760.542658,1.086283,3250.603569
2021-06-04,8250.798856,1.0764,3272.876211
2021-06-05,8904.978279,1.069289,3225.018485
2021-06-06,9551.210974,1.072115,3224.478563
2021-06-07,8879.53643,1.071182,3252.09136
2021-06-08,8708.647318,1.06737,3197.362023
2021-06-09,8541.304526,1.055746,3268.042959
2021-06-10,8966.960132,1.050645,3272.587608
2021-06-11,8926.687089,1.042965,3226.778552
2021-06-12,8691.85869,1.048605,3270.330166
2021-06-13,9026.887705,1.051139,3358.828045
2021-06-14,8952.416926,1.050123,3343.709715
2021-06-15,8925.620279,1.046815,3387.150806
2021-06-16,9500.800846,1.051474,3370.109608
2021-06-17,9026.322407,1.050425,3384.95242
2021-06-18,8553.644045,1.048942,3430.636743
2021-06-19,8403.222833,1.048825,3395.515007
2021-06-20,8461.956021,1.054925,3434.066002
2021-06-21,8307.347668,1.061557,3450.942628
2021-06-22,8542.956274,1.057034,3444.190529
2021-06-23,8378.656522,1.054225,3409.316172
2021-06-24,8497.870111,1.048696,3377.503146
2021-06-25,8623.856677,1.060331,3315.157402
2021-06-26,8395.918319,1.059761,3313.848007
2021-06-27,8166.76326,1.061538,3305.424844
2021-06-28,7645.316874,1.068139,3364.825374
2021-06-29,7773.893322,1.061871,3335.561398
2021-06-30,8238.433635,1.065021,3342.577446
2021-07-01,8226.612846,1.065981,3403.235334
2021-07-02,8354.468444,1.059608,3443.509862
2021-07-03,8210.148574,1.060854,3503.02862
2021-07-04,8159.938858,1.064275,3501.138025
2021-07-05,8351.066779,1.066958,3558.34458
2021-07-06,8346.113598,1.067037,3577.985562
2021-07-07,8294.955459,1.066613,3619.477316
2021-07-08,7874.464289,1.075636,3649.359185
2021-07-09,7344.382995,1.073765,3652.13361
2021-07-10,7348.145756,1.076656,3688.226183
2021-07-11,7436.298728,1.076412,3713.910906
2021-07-12,7637.787178,1.077275,3746.753776
2021-07-13,7609.747426,1.075859,3713.359167
2021-07-14,7476.850051,1.080406,3678.976246
2021-07-15,7549.636416,1.082378,3673.483392
2021-07-16,7783.753097,1.075385,3706.793824
2021-07-17,7363.824562,1.076779,3696.868373
2021-07-18,7159.579446,1.082588,3701.362871
2021-07-19,7138.197584,1.08059,3721.155101
2021-07-20,7076.974149,1.089434,3653.51682
2021-07-21,6614.164104,1.087929,3649.07509
2021-07-22,6616.720299,1.09271,3698.928264
2021-07-23,6892.039414,1.103774,3691.844196
2021-07-24,7395.358575,1.104611,3716.507766
2021-07-25,7340.892746,1.104812,3740.984408
2021-07-26,6891.378451,1.110429,3750.393977
2021-07-27,6782.812864,1.11717,3795.782949
2021-07-28,7106.178465,1.110386,3783.514482
2021-07-29,7426.26459,1.118898,3702.717122
2021-07-30,7117.657841,1.122654,3734.901608
2021-07-31,6548.038746,1.124797,3747.132333
2021-08-01,6468.829605,1.127828,3770.043992
2021-08-02,6421.781933,1.124732,3791.414638
2021-08-03,6496.371469,1.117147,3773.608675
2021-08-04,6637.547105,1.117436,3757.649879
2021-08-05,6749.456132,1.115753,3764.777945
2021-08-06,6740.074512,1.119512,3744.474349
2021-08-07,7384.834629,1.12155,3715.434081
2021-08-08,7284.681742,1.127675,3766.127477
2021-08-09,7142.858677,1.127798,3779.204335
2021-08-10,7517.827654,1.12208,3769.402235
2021-08-11,7736.385955,1.117539,3804.263616
2021-08-12,7922.855717,1.119104,3797.342195
2021-08-13,7941.792954,1.124829,3840.376678
2021-08-14,8276.492084,1.122055,3794.704123
2021-08-15,8572.737907,1.13516,3806.077757
2021-08-16,8389.727177,1.129452,3809.307261
2021-08-17,8462.096713,1.13076,3832.72743
2021-08-18,8578.889587,1.140283,3821.738951
2021-08-19,8683.551652,1.141146,3832.999188
2021-08-20,9089.773872,1.141031,3931.531588
2021-08-21,9596.881089,1.136896,3959.499676
2021-08-22,9908.048736,1.135569,3982.470123
2021-08-23,9659.971915,1.139487,3999.308912
2021-08-24,9960.561242,1.138721,4052.751476
2021-08-25,9808.878203,1.137632,4048.534362
2021-08-26,10170.25196,1.141676,4053.471004
2021-08-27,10363.741711,1.146251,4068.823443
2021-08-28,10331.368832,1.147587,4097.046121
2021-08-29,10212.821718,1.15633,4087.932921
2021-08-30,10290.043757,1.161428,4069.007846
2021-08-31,10087.689744,1.15295,4123.31835
2021-09-01,10609.168172,1.155122,4081.947877
2021-09-02,10503.0382,1.150343,4075.651575
2021-09-03,10095.846592,1.148239,4074.222746
2021-09-04,10506.251503,1.147126,4115.77477
2021-09-05,10174.694623,1.156509,4189.160419
2021-09-06,10388.261368,1.144535,4147.736555
2021-09-07,10523.801605,1.141307,4106.363367
2021-09-08,10373.099727,1.148919,4102.293004
2021-09-09,10521.695412,1.15721,4145.518595
2021-09-10,10906.257097,1.166779,4182.851134
2021-09-11,10494.680118,1.177125,4201.33126
2021-09-12,10803.149394,1.183504,4268.168587
2021-09-13,10604.94249,1.186043,4282.81695
2021-09-14,11102.614877,1.184527,4300.625371
2021-09-15,10274.155431,1.181173,4285.215072
2021-09-16,10168.759224,1.175584,4298.773446
2021-09-17,9780.469486,1.172915,4355.451621
2021-09-18,9469.593455,1.168677,4347.592026
2021-09-19,8825.198319,1.152891,4362.997239
2021-09-20,8378.305841,1.156472,4311.48543
2021-09-21,8189.514283,1.156211,4258.14429
2021-09-22,8223.722673,1.157071,4257.425072
2021-09-23,8396.109252,1.153922,4249.961425
2021-09-24,8993.32071,1.154532,4267.863035
2021-09-25,8763.375439,1.156413,4264.455453
2021-09-26,8775.426426,1.147652,4333.940226
2021-09-27,8381.498688,1.149148,4413.775226
2021-09-28,8544.85717,1.146357,4380.438809
2021-09-29,8728.867511,1.144436,4402.516155
2021-09-30,9005.525494,1.140927,4415.057968
2021-10-01,9131.729856,1.14659,4486.009471
2021-10-02,9101.082569,1.136091,4390.137977
2021-10-03,8900.393963,1.132277,4369.179579
2021-10-04,8597.398486,1.131795,4372.152201
2021-10-05,9000.113064,1.130842,4367.724625
2021-10-06,9059.43728,1.129012,4350.301366
2021-10-07,9039.166027,1.122756,4370.342787
2021-10-08,8824.176293,1.11503,4455.391949
2021-10-09,8688.1815,1.114728,4470.659433
2021-10-10,8444.747912,1.113752,4495.805342
2021-10-11,8633.105425,1.114711,4573.968465
2021-10-12,8084.315652,1.113283,4495.583801
2021-10-13,8162.38437,1.106428,4553.144125
2021-10-14,8327.975348,1.111345,4495.38875
2021-10-15,8427.17114,1.107341,4446.930848
2021-10-16,8430.517735,1.109137,4385.097063
2021-10-17,7971.029841,1.106736,4354.824436
2021-10-18,8048.450402,1.102275,4351.084149
2021-10-19,7435.784361,1.103045,4371.294898
2021-10-20,6980.06919,1.098301,4316.094854
2021-10-21,7137.611478,1.091667,4331.573038
2021-10-22,6875.698232,1.093083,4316.882939
2021-10-23,6995.808241,1.09519,4342.371454
2021-10-24,6793.472253,1.097715,4393.942439
2021-10-25,6811.217008,1.109893,4418.355347
2021-10-26,6873.479627,1.113844,4435.057228
2021-10-27,6675.799459,1.112367,4483.068837
2021-10-28,6156.029648,1.11314,4507.313341
2021-10-29,6478.46688,1.118884,4524.000009
2021-10-30,6497.190853,1.111898,4557.469119
2021-10-31,6532.741514,1.102671,4659.372453
2021-11-01,6748.875721,1.093419,4654.226782
2021-11-02,7060.633823,1.091592,4707.189075
2021-11-03,7027.891515,1.089662,4759.908183
2021-11-04,7006.678952,1.094568,4711.152632
2021-11-05,6913.359208,1.100086,4701.33668
2021-11-06,6950.131935,1.102417,4735.068929
2021-11-07,6764.015161,1.097685,4759.925806
2021-11-08,7062.864731,1.100017,4726.337225
2021-11-09,6680.68474,1.098062,4749.101992
2021-11-10,6569.477471,1.088719,4790.810053
2021-11-11,6822.928835,1.096029,4794.594187
2021-11-12,6975.488571,1.093035,4778.451123
2021-11-13,7599.125853,1.09188,4819.357717
2021-11-14,7567.201912,1.083589,4804.377689
2021-11-15,8028.973587,1.075925,4801.06996
2021-11-16,7702.973465,1.084483,4792.723444
2021-11-17,7837.302294,1.08592,4729.709462
2021-11-18,7815.026292,1.093725,4731.863325
2021-11-19,8379.258461,1.103011,4672.397233
2021-11-20,8590.649103,1.108334,4600.335554
2021-11-21,8733.094443,1.09466,4623.243687
2021-11-22,9169.975037,1.096059,4676.574259
2021-11-23,9904.38938,1.098165,4604.599365
2021-11-24,10173.0646,1.099086,4699.072723
2021-11-25,9828.814029,1.104296,4707.121416
2021-11-26,9552.286784,1.112114,4761.133283
2021-11-27,9809.050479,1.112437,4781.050809
2021-11-28,10023.305531,1.105201,4705.757898
2021-11-29,10447.608282,1.107775,4745.872084
2021-11-30,10565.528116,1.115815,4803.039055
2021-12-01,10413.80825,1.119642,4861.790759
2021-12-02,10005.079471,1.110675,4860.029919
2021-12-03,10034.065173,1.114215,4839.533847
2021-12-04,10025.837413,1.113522,4867.663102
2021-12-05,10337.463425,1.109,4907.295365
2021-12-06,10454.932473,1.113256,4921.890243
2021-12-07,10389.420128,1.114701,4875.284116
2021-12-08,11321.789822,1.108786,4858.399116
2021-12-09,11405.844425,1.10116,4865.495226
2021-12-10,10777.510396,1.102929,4905.787857
2021-12-11,10965.796638,1.106721,4951.632486
2021-12-12,11294.316868,1.110531,4973.557086
2021-12-13,13040.737325,1.117734,4841.736197
2021-12-14,13607.503136,1.124021,4877.297355
2021-12-15,13183.375914,1.122898,4855.405467
2021-12-16,12459.097592,1.130676,4859.615209
2021-12-17,13350.020471,1.132933,4841.302505
2021-12-18,13363.21595,1.132053,4807.020736
2021-12-19,13320.061933,1.129857,4844.801874
2021-12-20,13837.333907,1.140072,4867.837353
2021-12-21,12881.577063,1.140987,4830.661908
2021-12-22,13070.2032,1.139952,4854.573435
2021-12-23,12543.320619,1.134741,4967.775931
2021-12-24,12626.945879,1.146973,4946.649977
2021-12-25,12834.844637,1.14945,4958.889064
2021-12-26,13100.203342,1.148343,4949.235731
2021-12-27,13454.814841,1.146648,4955.504325
2021-12-28,13653.326205,1.15304,4996.122949
2021-12-29,13615.662592,1.15838,4924.949409
2021-12-30,13039.839066,1.16003,4981.086968
2021-12-31,12534.328796,1.159046,4995.019053
2022-01-01,12595.729791,1.163485,5024.295169
2022-01-02,12873.891586,1.16573,4971.229508
2022-01-03,12872.145695,1.158203,4992.385744
2022-01-04,12906.239324,1.15514,4923.987601
2022-01-05,13817.588656,1.157135,4882.07097
2022-01-06,14400.237264,1.1504,4915.451522
2022-01-07,14684.420561,1.153257,4970.619904
2022-01-08,14297.804194,1.147045,5006.284012
2022-01-09,13505.482116,1.148882,5049.847834
2022-01-10,13325.329589,1.154166,5028.481581
2022-01-11,12724.615933,1.156589,5111.544154
2022-01-12,12552.42388,1.145087,5163.864198
2022-01-13,13734.191342,1.148653,5195.093959
2022-01-14,13978.478806,1.146593,5191.534841
2022-01-15,14248.536119,1.151498,5201.567819
2022-01-16,14021.771355,1.157732,5067.652302
2022-01-17,14356.419521,1.163027,5127.94113
2022-01-18,13978.873433,1.167491,5106.177625
2022-01-19,14305.100731,1.16464,5056.068249
2022-01-20,14776.355991,1.166669,4984.176974
2022-01-21,14966.789227,1.169282,4892.003284
2022-01-22,14781.992066,1.172275,4945.761691
2022-01-23,15169.861731,1.170595,4983.387981
2022-01-24,14634.21047,1.17203,4988.220578
2022-01-25,15018.268763,1.169592,4993.182351
2022-01-26,14044.363222,1.169445,5004.636131
2022-01-27,13980.220334,1.166319,5031.58457
2022-01-28,14739.043269,1.168469,5010.065326
2022-01-29,15031.540999,1.169332,4995.914795
2022-01-30,14068.161531,1.164514,4953.309655
2022-01-31,15096.826715,1.169937,4961.958775
2022-02-01,15482.447801,1.171068,4907.885445
2022-02-02,14835.195245,1.17342,4910.094607
2022-02-03,15001.926089,1.16548,4914.818197
2022-02-04,15511.369907,1.15538,4927.373259
2022-02-05,14685.217582,1.15483,4945.134867
2022-02-06,13834.912995,1.149688,4885.661563
2022-02-07,13827.658814,1.149854,4859.781169
2022-02-08,13996.537228,1.14915,4861.866509
2022-02-09,14350.296198,1.150479,4913.60485
2022-02-10,14207.831943,1.155462,4932.782136
2022-02-11,14603.704857,1.154584,4968.899988
2022-02-12,14527.54852,1.160758,4927.85649
2022-02-13,14623.04023,1.154278,4921.787517
2022-02-14,13897.172764,1.152836,4900.146703
2022-02-15,13948.570665,1.150842,4877.751414
2022-02-16,12969.236707,1.14981,4903.663043
2022-02-17,13102.238901,1.154383,4918.647168
2022-02-18,12753.688739,1.159418,4920.518466
2022-02-19,12920.856007,1.152237,4856.558809
2022-02-20,13308.790387,1.152658,4868.483136
2022-02-21,12539.689776,1.152223,4790.103591
2022-02-22,12738.042568,1.155339,4781.326603
2022-02-23,12331.899623,1.15849,4772.486599
2022-02-24,12813.648975,1.158938,4674.189011
2022-02-25,12758.607188,1.169755,4691.017069
2022-02-26,12492.567965,1.170803,4750.212327
2022-02-27,12452.095966,1.169669,4801.813248
2022-02-28,13429.589795,1.169908,4732.957658
2022-03-01,14588.811582,1.169796,4668.492437
2022-03-02,14595.492078,1.174027,4685.570204
2022-03-03,14033.93233,1.17272,4734.189613
2022-03-04,14950.909517,1.182717,4784.359338
2022-03-05,14868.813935,1.181393,4860.114947
2022-03-06,14633.780051,1.183771,4797.453362
2022-03-07,14804.36658,1.18787,4796.099895
2022-03-08,14066.463929,1.180991,4760.086233
2022-03-09,14565.081752,1.188071,4723.857376
2022-03-10,14538.163289,1.188789,4743.527565
2022-03-11,14020.745147,1.187774,4658.222336
2022-03-12,14398.519863,1.183959,4678.700477
2022-03-13,13807.226546,1.184736,4732.169821
2022-03-14,14069.046875,1.176067,4801.983153
2022-03-15,13925.928872,1.166506,4779.378125
2022-03-16,13901.171464,1.168725,4714.752186
2022-03-17,14152.974109,1.172771,4719.759537
2022-03-18,13825.643704,1.18335,4720.977835
2022-03-19,13858.534489,1.186512,4739.042021
2022-03-20,14452.828722,1.189154,4685.01163
2022-03-21,15249.169299,1.180916,4615.706939
2022-03-22,14509.514779,1.182166,4607.251721
2022-03-23,15110.336332,1.190818,4582.640363
2022-03-24,15349.531804,1.187189,4652.74852
2022-03-25,15833.800534,1.186329,4715.662054
2022-03-26,15364.271916,1.188658,4657.566155
2022-03-27,14602.240892,1.184689,4669.573001
2022-03-28,14770.638929,1.190553,4699.141994
2022-03-29,14554.192385,1.183133,4665.467804
2022-03-30,14873.785714,1.182936,4737.350373
2022-03-31,14250.481769,1.175766,4767.511358
2022-04-01,13727.813871,1.176295,4790.504346
2022-04-02,13397.383245,1.177998,4795.972458
2022-04-03,13651.154708,1.169148,4760.272995
2022-04-04,14461.84925,1.175628,4754.427572
2022-04-05,14004.299772,1.172178,4742.774801
2022-04-06,13731.23078,1.162249,4805.162071
2022-04-07,13266.082331,1.170617,4765.321011
2022-04-08,12560.632753,1.173968,4766.157083
2022-04-09,13019.937437,1.163077,4869.798775
2022-04-10,13482.305471,1.158586,4840.686056
2022-04-11,13059.865548,1.161926,4800.224986
2022-04-12,13060.849642,1.165314,4824.901887
2022-04-13,13983.674953,1.162741,4803.971512
2022-04-14,14751.368068,1.161939,4851.925223
2022-04-15,15642.390262,1.167963,4861.761482
2022-04-16,15939.601492,1.167908,4865.703659
2022-04-17,15786.195482,1.162788,4836.236748
2022-04-18,15334.143437,1.170486,4797.112775
2022-04-19,14272.49474,1.175693,4799.530977
2022-04-20,14865.957418,1.167414,4797.056725
2022-04-21,15744.419937,1.168079,4723.559396
2022-04-22,15579.622377,1.167499,4636.967083
2022-04-23,16003.232749,1.169211,4624.775207
2022-04-24,15238.376529,1.167003,4636.209878
2022-04-25,15636.492811,1.164308,4617.030638
2022-04-26,15026.766707,1.170267,4635.840317
2022-04-27,14045.340749,1.169435,4674.731595
2022-04-28,13624.46571,1.174791,4656.625766
2022-04-29,14122.127273,1.185355,4658.623897
2022-04-30,13615.46663,1.175831,4694.791495
2022-05-01,12862.869703,1.173547,4660.792937
2022-05-02,13529.397481,1.16794,4659.161956
2022-05-03,13213.940346,1.168018,4676.317787
2022-05-04,13482.601934,1.16139,4749.456373
2022-05-05,13925.923019,1.157249,4760.510772
2022-05-06,13411.399489,1.152927,4766.987026
2022-05-07,13390.766228,1.146533,4750.523877
2022-05-08,14246.363798,1.15527,4728.872009
2022-05-09,13937.699532,1.138625,4678.652248
2022-05-10,13551.673099,1.141347,4696.980541
2022-05-11,12857.099472,1.14783,4661.486602
2022-05-12,12212.408531,1.151397,4633.862044
2022-05-13,12121.31475,1.147559,4676.845166
2022-05-14,12794.847123,1.145393,4665.111212
2022-05-15,12468.284343,1.140816,4646.517239
2022-05-16,13835.105382,1.137169,4625.144378
2022-05-17,13796.100003,1.140424,4566.060955
2022-05-18,13460.447355,1.139434,4615.954857
2022-05-19,13578.574538,1.143205,4607.730206
2022-05-20,13723.571457,1.14592,4590.135427
2022-05-21,13025.186269,1.157234,4683.703227
2022-05-22,12764.075075,1.156499,4653.406679
2022-05-23,13046.205417,1.167892,4709.218712
2022-05-24,13651.496294,1.169377,4718.974137
2022-05-25,12968.258296,1.174419,4780.459015
2022-05-26,13788.512796,1.175456,4766.894266
2022-05-27,13494.79014,1.1673,4748.021842
2022-05-28,13234.856466,1.174413,4728.621385
2022-05-29,14205.602194,1.178215,4720.737292
2022-05-30,14480.875206,1.180197,4679.067333
2022-05-31,15382.664101,1.180101,4691.741182
2022-06-01,15342.944124,1.183768,4708.985087
2022-06-02,15784.974939,1.1832,4646.899192
2022-06-03,16083.862272,1.18656,4667.858584
2022-06-04,15196.606848,1.191126,4694.265146
2022-06-05,15560.214251,1.191843,4604.867321
2022-06-06,16298.604436,1.194195,4647.748165
2022-06-07,16620.80422,1.195653,4733.184898
2022-06-08,16664.27747,1.207129,4679.982817
2022-06-09,16399.929353,1.215271,4728.959243
2022-06-10,16206.786797,1.207103,4731.20976
2022-06-11,16928.638678,1.219915,4713.091436
2022-06-12,16226.353954,1.218107,4668.81012
2022-06-13,16391.130539,1.21841,4638.147986
2022-06-14,15855.500985,1.227555,4636.636107
2022-06-15,16164.21997,1.226959,4577.218533
2022-06-16,15549.69966,1.216599,4599.19219
2022-06-17,15484.449978,1.211426,4596.169449
2022-06-18,16019.289538,1.207157,4698.939462
2022-06-19,16000.872159,1.211201,4657.114282
2022-06-20,15458.72869,1.212649,4663.665674
2022-06-21,16047.142728,1.225351,4646.520899
2022-06-22,17030.389432,1.238833,4619.778169
2022-06-23,16751.149126,1.247686,4587.905392
2022-06-24,16367.757105,1.248584,4570.039927
2022-06-25,15958.101433,1.255679,4541.131736
2022-06-26,15118.356832,1.257556,4527.281639
2022-06-27,15811.597301,1.264898,4510.370813
2022-06-28,17618.295679,1.263648,4502.257065
2022-06-29,17247.360252,1.261845,4485.88746
2022-06-30,17854.061306,1.262618,4621.170808
2022-07-01,17666.704695,1.261423,4531.766894
2022-07-02,17912.552478,1.26189,4533.709614
2022-07-03,19211.872646,1.261007,4475.999675
2022-07-04,19416.143906,1.26371,4444.79842
2022-07-05,19669.487809,1.276433,4398.209539
2022-07-06,19707.595911,1.275739,4497.737509
2022-07-07,18950.888475,1.26582,4472.858438
2022-07-08,18911.790814,1.266755,4496.407797
2022-07-09,18917.924121,1.262879,4446.22058
2022-07-10,19519.668045,1.256258,4433.623357
2022-07-11,19827.873147,1.260059,4413.917856
2022-07-12,19770.411129,1.262426,4421.965436
2022-07-13,20058.997964,1.25918,4448.371489
2022-07-14,21124.5035,1.262075,4431.190878
2022-07-15,20616.181592,1.265118,4454.414937
2022-07-16,20727.294677,1.268583,4420.40822
2022-07-17,20551.818178,1.265524,4387.537479
2022-07-18,21213.811756,1.264441,4441.308279
2022-07-19,22712.718076,1.270368,4485.465416
2022-07-20,22439.907094,1.269647,4455.953536
2022-07-21,23075.871691,1.268141,4494.780526
2022-07-22,23020.966694,1.278545,4544.71184
2022-07-23,23041.74674,1.277794,4527.402317
2022-07-24,22073.927024,1.285962,4476.597671
2022-07-25,23977.010959,1.283877,4499.980002
2022-07-26,24424.424555,1.28436,4541.510988
2022-07-27,25240.193583,1.29113,4593.987211
2022-07-28,26530.921515,1.288898,4617.341575
2022-07-29,26682.077038,1.288162,4733.394258
2022-07-30,25792.661496,1.298738,4678.809209
2022-07-31,23447.719785,1.301381,4629.147419
2022-08-01,23555.909769,1.304659,4696.573919
2022-08-02,23880.757185,1.301574,4726.918064
2022-08-03,23568.200004,1.298534,4750.494294
2022-08-04,24761.210192,1.298949,4776.001231
